Product,Sub-product,Issue,Sub-issue,State,ZIP code,Company,Company response,Timely response?,Consumer disputed?,year_received,month_received,dayofweek_received,quarter_received,is_weekend,is_holiday_season,processing_days,same_day_processing,company_complaint_count,company_size,state_complaint_count,product_category,region
Bank Account Or Service,Savings Account,"Account Opening, Closing, Or Management",Not Specified,NY,12015,First Niagara Bank,In progress,Yes,No,2015,3,0,1,0,0,1,0,25,medium,1846,banking,northeast
Debt Collection,Not Specified,Disclosure Verification Of Debt,Right To Dispute Notice Not Received,ME,4605,"Southwest Credit Systems, L.P.",In progress,Yes,No,2015,3,0,1,0,0,0,1,45,medium,115,debt,northeast
Money Transfers,International Money Transfer,Money Was Not Available When Promised,Not Specified,TN,37087,Xoom,Closed with explanation,Yes,No,2015,3,0,1,0,0,1,0,3,small,473,other,south
Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,CA,95624,Wells Fargo,Closed with explanation,Yes,Yes,2015,3,0,1,0,0,0,1,1430,enterprise,3859,banking,west
Payday Loan,Not Specified,Charged Fees Or Interest I Didn'T Expect,Not Specified,MO,64052,Speedy Cash Holdings,Closed with explanation,Yes,No,2015,3,0,1,0,0,0,1,39,medium,409,loan,midwest
Bank Account Or Service,Checking Account,Deposits And Withdrawals,Not Specified,TX,75006,Jpmorgan Chase,Closed with explanation,Yes,No,2015,3,0,1,0,0,1,0,1272,enterprise,2380,banking,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,IN,47872,Transunion,Closed with non-monetary relief,Yes,No,2015,3,0,1,0,0,1,0,1525,enterprise,298,credit,midwest
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,CT,6478,"Ccs Financial Services, Inc.",Closed with explanation,Yes,No,2015,3,0,1,0,0,1,0,71,large,287,debt,northeast
Debt Collection,Credit Card,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,TX,78501,"Asta Funding, Inc",Closed with explanation,Yes,Yes,2015,3,0,1,0,0,1,0,16,medium,2380,debt,south
Mortgage,Fha Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,NJ,8016,Aurora Financial Group Inc.,Closed with explanation,Yes,No,2015,3,0,1,0,0,1,0,1,small,1113,mortgage,northeast
Debt Collection,"Other (Phone, Health Club, Etc.)",Improper Contact Or Sharing Of Info,Contacted Employer After Asked Not To,PA,18840,Transworld Systems Inc.,In progress,Yes,No,2015,3,6,1,1,0,2,0,215,enterprise,1055,debt,northeast
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Public Record,TN,37160,"Fnis (Fidelity National Information Services, Inc.)",Closed with explanation,Yes,No,2015,3,6,1,1,0,0,1,57,large,473,credit,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,PA,19124,Equifax,Closed with explanation,Yes,No,2015,3,6,1,1,0,0,1,2049,enterprise,1055,credit,northeast
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,CT,6513,"Enhanced Recovery Company, Llc",Closed with non-monetary relief,Yes,No,2015,3,6,1,1,0,0,1,396,enterprise,287,debt,northeast
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,CA,90249,"Enhanced Recovery Company, Llc",Closed with non-monetary relief,Yes,No,2015,3,6,1,1,0,0,1,396,enterprise,3859,debt,west
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Terms,GA,31313,Transunion,Closed with explanation,Yes,No,2015,3,6,1,1,0,0,1,1525,enterprise,1146,credit,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Taking/Threatening An Illegal Action,Threatened To Sue On Too Old Debt,NJ,7018,Transworld Systems Inc.,In progress,Yes,No,2015,3,6,1,1,0,0,1,215,enterprise,1113,debt,northeast
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,GA,30333,"Enhanced Recovery Company, Llc",Closed with non-monetary relief,Yes,No,2015,3,6,1,1,0,0,1,396,enterprise,1146,debt,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,NY,13044,Equifax,Closed with explanation,Yes,No,2015,3,6,1,1,0,0,1,2049,enterprise,1846,credit,northeast
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,CO,80016,Transunion,Closed with explanation,Yes,No,2015,3,6,1,1,0,0,1,1525,enterprise,483,credit,west
Mortgage,Home Equity Loan Or Line Of Credit,"Loan Modification,Collection,Foreclosure",Not Specified,OK,74112,"Green Tree Servicing, Llc",Closed with explanation,Yes,No,2015,3,6,1,1,0,0,1,399,enterprise,207,mortgage,south
Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting My Free Annual Report,FL,34481,Equifax,Closed with explanation,Yes,No,2015,3,6,1,1,0,0,1,2049,enterprise,2592,credit,south
Debt Collection,Medical,Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,TX,75010,"Synerprise Consulting Services, Inc.",Closed with explanation,Yes,No,2015,3,6,1,1,0,0,1,3,small,2380,debt,south
Bank Account Or Service,Other Bank Product/Service,"Making/Receiving Payments, Sending Money",Not Specified,NJ,8322,Wells Fargo,Closed with explanation,Yes,No,2015,3,6,1,1,0,0,1,1430,enterprise,1113,banking,northeast
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,NM,87108,Transworld Systems Inc.,In progress,Yes,No,2015,3,6,1,1,0,0,1,215,enterprise,155,debt,west
Debt Collection,"Other (Phone, Health Club, Etc.)",Improper Contact Or Sharing Of Info,Contacted Employer After Asked Not To,PA,18840,Army And Air Force Exchange Service,Closed with explanation,Yes,No,2015,3,6,1,1,0,0,1,13,medium,1055,debt,northeast
Debt Collection,Medical,Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,NY,11365,"Online Information Services, Inc.",Closed with explanation,Yes,No,2015,3,6,1,1,0,0,1,15,medium,1846,debt,northeast
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Public Record,NC,27705,Equifax,Closed with explanation,Yes,No,2015,3,6,1,1,0,0,1,2049,enterprise,764,credit,south
Consumer Loan,Installment Loan,Shopping For A Loan Or Lease,Not Specified,FL,33971,Wells Fargo,Closed with explanation,Yes,No,2015,3,6,1,1,0,2,0,1430,enterprise,2592,loan,south
Debt Collection,Not Specified,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,OH,45895,"Crown Asset Management, Llc",Closed,Yes,Yes,2015,3,6,1,1,0,0,1,5,small,939,debt,midwest
Debt Collection,Medical,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,TX,75054,"Procollect, Inc",Closed with explanation,Yes,No,2015,3,6,1,1,0,0,1,34,medium,2380,debt,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,CT,6902,Transunion,Closed with non-monetary relief,Yes,No,2015,3,6,1,1,0,0,1,1525,enterprise,287,credit,northeast
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,NY,14034,Equifax,Closed with explanation,Yes,No,2015,3,6,1,1,0,0,1,2049,enterprise,1846,credit,northeast
Credit Card,Not Specified,Delinquent Account,Not Specified,PA,19124,Discover,Closed with explanation,Yes,Yes,2015,3,6,1,1,0,1,0,368,enterprise,1055,credit,northeast
Debt Collection,Credit Card,Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,GA,30040,"Amsher Collection Services, Inc.",Closed with explanation,Yes,No,2015,3,6,1,1,0,0,1,14,medium,1146,debt,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,CA,92078,"Enhanced Recovery Company, Llc",Closed with non-monetary relief,Yes,No,2015,3,6,1,1,0,0,1,396,enterprise,3859,debt,west
Debt Collection,Medical,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,TX,75211,"Procollect, Inc",Closed with explanation,Yes,No,2015,3,6,1,1,0,1,0,34,medium,2380,debt,south
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,SC,29016,"Designed Receivable Solultions, Inc.",Closed with explanation,Yes,No,2015,3,6,1,1,0,1,0,8,small,441,debt,south
Debt Collection,Medical,Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,FL,33137,Transworld Systems Inc.,Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,215,enterprise,2592,debt,south
Money Transfers,Domestic (Us) Money Transfer,Fraud Or Scam,Not Specified,NC,27349,Moneygram,In progress,Yes,No,2015,3,5,1,1,0,0,1,73,large,764,other,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Personal Information,MA,2563,Transunion,Closed with non-monetary relief,Yes,No,2015,3,5,1,1,0,0,1,1525,enterprise,512,credit,northeast
Debt Collection,"Other (Phone, Health Club, Etc.)",Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,IL,60649,"Arnold Scott Harris, P.C.",Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,13,medium,1003,debt,midwest
Bank Account Or Service,(Cd) Certificate Of Deposit,"Account Opening, Closing, Or Management",Not Specified,AZ,85387,Ally Financial Inc.,In progress,Yes,No,2015,3,5,1,1,0,2,0,165,large,578,banking,west
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,FL,34653,"National Enterprise Systems, Inc.",Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,23,medium,2592,debt,south
Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting Report Or Credit Score,NY,11204,Equifax,Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,2049,enterprise,1846,credit,northeast
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Reinserted Previously Deleted Info,FL,32835,Equifax,Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,2049,enterprise,2592,credit,south
Mortgage,Home Equity Loan Or Line Of Credit,"Loan Servicing, Payments, Escrow Account",Not Specified,ME,4042,"Green Tree Servicing, Llc",Closed with explanation,Yes,Yes,2015,3,5,1,1,0,0,1,399,enterprise,115,mortgage,northeast
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,NY,10940,Equifax,In progress,Yes,No,2015,3,5,1,1,0,0,1,2049,enterprise,1846,credit,northeast
Credit Reporting,Not Specified,Credit Reporting Company'S Investigation,Problem With Statement Of Dispute,NY,14905,Equifax,In progress,Yes,No,2015,3,5,1,1,0,0,1,2049,enterprise,1846,credit,northeast
Payday Loan,Not Specified,Payment To Acct Not Credited,Not Specified,TX,77065,Speedy Cash Holdings,Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,39,medium,2380,loan,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Personal Information,MO,65066,Equifax,Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,2049,enterprise,409,credit,midwest
Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting Report Or Credit Score,TX,79109,Equifax,Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,2049,enterprise,2380,credit,south
Payday Loan,Not Specified,Charged Fees Or Interest I Didn'T Expect,Not Specified,OR,97801,Red Rock Tribal Lending,Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,28,medium,337,loan,west
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Public Record,OH,44001,Equifax,In progress,Yes,No,2015,3,5,1,1,0,0,1,2049,enterprise,939,credit,midwest
Mortgage,Fha Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,PA,19543,Wells Fargo,Closed with explanation,Yes,Yes,2015,3,5,1,1,0,0,1,1430,enterprise,1055,mortgage,northeast
Consumer Loan,Vehicle Loan,Managing The Loan Or Lease,Not Specified,NY,14215,Ally Financial Inc.,In progress,Yes,No,2015,3,5,1,1,0,0,1,165,large,1846,loan,northeast
Debt Collection,Mortgage,Communication Tactics,Frequent Or Repeated Calls,NC,28358,Nationstar Mortgage,Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,749,enterprise,764,debt,south
Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting My Free Annual Report,CA,91506,Equifax,Closed with non-monetary relief,Yes,No,2015,3,5,1,1,0,0,1,2049,enterprise,3859,credit,west
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,OH,43512,Equifax,Closed with non-monetary relief,Yes,No,2015,3,5,1,1,0,0,1,2049,enterprise,939,credit,midwest
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Terms,WI,53051,Transunion,Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,1525,enterprise,351,credit,midwest
Debt Collection,Auto,Improper Contact Or Sharing Of Info,Talked To A Third Party About My Debt,FL,32583,"Nicholas Financial, Inc.",Closed with explanation,Yes,Yes,2015,3,5,1,1,0,0,1,5,small,2592,debt,south
Consumer Loan,Vehicle Loan,Managing The Loan Or Lease,Not Specified,FL,33813,Toyota Motor Credit Corporation,Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,32,medium,2592,loan,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Account Status,NC,28625,Equifax,Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,2049,enterprise,764,credit,south
Debt Collection,Medical,False Statements Or Representation,Attempted To Collect Wrong Amount,FL,33458,"Jon Barry And Associates, Inc.",Closed with non-monetary relief,Yes,No,2015,3,5,1,1,0,0,1,10,small,2592,debt,south
Credit Card,Not Specified,Other,Not Specified,MD,21830,Jpmorgan Chase,Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,1272,enterprise,791,credit,south
Debt Collection,"Other (Phone, Health Club, Etc.)",Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,TN,38116,"Enhanced Recovery Company, Llc",Closed with non-monetary relief,Yes,Yes,2015,3,5,1,1,0,0,1,396,enterprise,473,debt,south
Mortgage,Conventional Fixed Mortgage,"Loan Modification,Collection,Foreclosure",Not Specified,OH,44708,U.S. Bancorp,Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,429,enterprise,939,mortgage,midwest
Debt Collection,Medical,Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,NY,13317,"Overton, Russell, Doerr And Donovan, Llp",Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,4,small,1846,debt,northeast
Mortgage,Home Equity Loan Or Line Of Credit,"Loan Servicing, Payments, Escrow Account",Not Specified,CA,92119,Ocwen,Closed with explanation,Yes,Yes,2015,3,5,1,1,0,1,0,934,enterprise,3859,mortgage,west
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Public Record,AP,96517,Equifax,In progress,Yes,No,2015,3,5,1,1,0,0,1,2049,enterprise,17,credit,unknown
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,MD,20814,Nationstar Mortgage,Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,749,enterprise,791,mortgage,south
Bank Account Or Service,Other Bank Product/Service,"Account Opening, Closing, Or Management",Not Specified,CA,94549,Wells Fargo,Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,1430,enterprise,3859,banking,west
Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting My Free Annual Report,CA,94002,Equifax,Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,2049,enterprise,3859,credit,west
Credit Card,Not Specified,Other,Not Specified,NC,27513,Wells Fargo,Closed with explanation,Yes,Yes,2015,3,5,1,1,0,0,1,1430,enterprise,764,credit,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,NY,13367,Equifax,Closed with explanation,Yes,No,2015,3,5,1,1,0,0,1,2049,enterprise,1846,credit,northeast
Credit Reporting,Not Specified,Improper Use Of My Credit Report,Report Shared With Employer W/O Consent,NY,13090,"Sterling Infosystems, Inc.",Closed with explanation,Yes,No,2015,3,5,1,1,0,1,0,4,small,1846,credit,northeast
Credit Reporting,Not Specified,Credit Reporting Company'S Investigation,Problem With Statement Of Dispute,MI,48317,Equifax,Closed with explanation,Yes,No,2015,3,5,1,1,0,1,0,2049,enterprise,694,credit,midwest
Debt Collection,"Other (Phone, Health Club, Etc.)",Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,TN,37047,"Enhanced Recovery Company, Llc",Closed with non-monetary relief,Yes,No,2015,3,5,1,1,0,0,1,396,enterprise,473,debt,south
Debt Collection,Medical,Disclosure Verification Of Debt,Not Given Enough Info To Verify Debt,SC,29485,Midwestern Health Management Inc,Closed with explanation,Yes,No,2015,3,5,1,1,0,1,0,3,small,441,debt,south
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Public Record,CA,95677,Equifax,Closed with non-monetary relief,Yes,No,2015,3,5,1,1,0,1,0,2049,enterprise,3859,credit,west
Credit Reporting,Not Specified,Credit Reporting Company'S Investigation,Investigation Took Too Long,IL,62864,Equifax,Closed with explanation,Yes,No,2015,3,5,1,1,0,1,0,2049,enterprise,1003,credit,midwest
Mortgage,Conventional Fixed Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,FL,32909,Td Bank,Closed with explanation,Yes,Yes,2015,3,5,1,1,0,1,0,217,enterprise,2592,mortgage,south
Debt Collection,Medical,Cont'D Attempts Collect Debt Not Owed,Debt Was Paid,VA,20166,"American Collections Enterprise, Inc.",Closed with explanation,Yes,Yes,2015,3,5,1,1,0,1,0,5,small,869,debt,south
Consumer Loan,Vehicle Loan,Managing The Loan Or Lease,Not Specified,TX,78214,Ally Financial Inc.,In progress,Yes,No,2015,3,5,1,1,0,1,0,165,large,2380,loan,south
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,CA,91750,"Ccs Financial Services, Inc.",Closed with explanation,Yes,Yes,2015,3,5,1,1,0,1,0,71,large,3859,debt,west
Debt Collection,Not Specified,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,CA,91750,Wells Fargo,Closed with non-monetary relief,Yes,No,2015,3,5,1,1,0,1,0,1430,enterprise,3859,debt,west
Debt Collection,Credit Card,Cont'D Attempts Collect Debt Not Owed,Debt Is Not Mine,AZ,85048,"Enhanced Recovery Company, Llc",Closed with non-monetary relief,Yes,No,2015,3,5,1,1,0,1,0,396,enterprise,578,debt,west
Credit Reporting,Not Specified,Incorrect Information On Credit Report,Information Is Not Mine,MS,39556,Equifax,In progress,Yes,No,2015,3,5,1,1,0,1,0,2049,enterprise,159,credit,south
Debt Collection,Payday Loan,Communication Tactics,Threatened To Take Legal Action,TX,77055,"Enova International, Inc.",Closed with explanation,Yes,No,2015,3,4,1,0,0,3,0,92,large,2380,debt,south
Mortgage,Fha Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,FL,32081,Wells Fargo,Closed with explanation,Yes,No,2015,3,4,1,0,0,1,0,1430,enterprise,2592,mortgage,south
Mortgage,Other Mortgage,"Loan Servicing, Payments, Escrow Account",Not Specified,MD,21208,"Bogman, Inc",Closed with explanation,Yes,No,2015,3,4,1,0,0,1,0,2,small,791,mortgage,south
Money Transfers,International Money Transfer,Other Transaction Issues,Not Specified,LA,71378,Navy Fcu,In progress,Yes,No,2015,3,4,1,0,0,1,0,62,large,277,other,south
Debt Collection,Not Specified,Disclosure Verification Of Debt,Right To Dispute Notice Not Received,TX,77073,"Enhanced Recovery Company, Llc",Closed with non-monetary relief,Yes,No,2015,3,4,1,0,0,0,1,396,enterprise,2380,debt,south
Consumer Loan,Vehicle Loan,Taking Out The Loan Or Lease,Not Specified,TX,75662,Ally Financial Inc.,In progress,Yes,No,2015,3,4,1,0,0,0,1,165,large,2380,loan,south
Credit Reporting,Not Specified,Unable To Get Credit Report/Credit Score,Problem Getting Report Or Credit Score,OH,44484,Equifax,Closed with explanation,Yes,No,2015,3,4,1,0,0,0,1,2049,enterprise,939,credit,midwest
